Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Global_Sales_Disc
13546;Painkiller: Hell & Damnation;PS3;2013,0;Shooter;Nordic Games;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13547;Go Go Ackman 3;SNES;1995,0;Platform;Banpresto;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13548;WSC Real 11: World Snooker Championship;X360;2011,0;Sports;Koch Media;0,0;0,04;0,0;0,01;0,04;Bajas Ventas
13549;Advance Guardian Heroes;GBA;2004,0;Role-Playing;Ubisoft;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13550;Casual Mania!;DS;2010,0;Puzzle;Foreign Media Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13551;Castle of Shikigami III;Wii;2007,0;Shooter;PQube;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13552;Star X;GBA;2002,0;Shooter;BAM! Entertainment;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13553;Jewel Quest 5: The Sleepless Star;PC;2011,0;Action;Astragon;0,01;0,02;0,0;0,01;0,04;Bajas Ventas
13554;Get Up and Dance;PS3;2011,0;Misc;O-Games;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13555;The King of Fighters Kyo;PS;1998,0;Fighting;SNK Playmore;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13556;Yowamushi Pedal;3DS;2015,0;Action;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13557;WarTech: Senko no Ronde;X360;2006,0;Fighting;Ubisoft;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13558;Record of Agarest War: Marriage;PSP;2012,0;Role-Playing;Compile Heart;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13559;San-X Land: Theme Park de Asobou!;DS;2006,0;Action;MTO;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13560;Corpse Party: Book of Shadows;PSP;2011,0;Adventure;5pb;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13561;428: Fuusa Sareta Shibuya de;PSP;2009,0;Adventure;Spike;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13562;Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic;PS2;2006,0;Adventure;Konami Digital Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13563;Starry ? Sky: After Spring;PSP;2009,0;Misc;Aqua Plus;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13564;Life is Strange;PC;2016,0;Adventure;Square Enix;0,01;0,03;0,0;0,0;0,04;Bajas Ventas
13565;Need for Speed: ProStreet;PC;2007,0;Racing;Electronic Arts;0,0;0,04;0,0;0,01;0,04;Bajas Ventas
13566;Naruto Shippuden: Dairansen! Kage Bunshin Emaki;DS;2008,0;Action;Takara Tomy;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13567;Mechanic Escape;PS3;2012,0;Platform;D3Publisher;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13568;Pro Evolution Soccer 2016;PC;2015,0;Sports;Konami Digital Entertainment;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13569;Twilight Syndrome: Kinjiratera Toshi Densetsu;DS;2008,0;Adventure;Spike;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13570;True Love Story 3;PS2;2001,0;Simulation;Enterbrain;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13571;Little Battlers eXperience W;PSV;2012,0;Role-Playing;Level 5;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13572;The Smurfs;PS;1998,0;Action;Infogrames;0,02;0,02;0,0;0,0;0,04;Bajas Ventas
13573;Strike Force Bowling;XB;2004,0;Sports;Crave Entertainment;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13574;Chessmaster;GBA;2002,0;Misc;Ubisoft;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13575;Blood Will Tell: Tezuka Osamu's Dororo;PS2;2004,0;Adventure;Sega;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13576;The Kore Gang;Wii;2010,0;Platform;Flashpoint Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13577;Red Ninja: End of Honor;PS2;2005,0;Action;Vivendi Games;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13578;Kanuchi: Shiroki Tsubasa no Shou;PS2;2008,0;Adventure;Idea Factory;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13579;Summer Athletics 2009;X360;2009,0;Sports;49Games;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13580;SX Superstar;XB;2003,0;Racing;Acclaim Entertainment;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13581;Katekyoo Hitman Reborn! Battle Arena;PSP;2008,0;Fighting;Marvelous Interactive;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13582;Saint Seiya: The Hades;PS2;2006,0;Fighting;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13583;Saki Portable;PSP;2010,0;Adventure;Alchemist;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13584;Riding Stables: The Whitakers present Milton and Friends;3DS;2011,0;Sports;DTP Entertainment;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13585;Naruto Shippuuden: Shinobi Retsuden III;DS;2009,0;Action;Takara Tomy;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13586;Metal Gear Solid: Digital Graphic Novel;PSP;2006,0;Misc;Konami Digital Entertainment;0,02;0,0;0,02;0,0;0,04;Bajas Ventas
13587;Max & the Magic Marker;Wii;2011,0;Platform;Unknown;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13588;Outlaw Tennis;XB;2005,0;Sports;Global Star;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13589;Free Running;Wii;2009,0;Sports;Reef Entertainment;0,02;0,02;0,0;0,0;0,04;Bajas Ventas
13590;Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD;PS3;2013,0;Simulation;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13591;Barnyard;Wii;2006,0;Action;THQ;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13592;SPRay;Wii;2008,0;Action;Tecmo Koei;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13593;No Rules: Get Phat;GBA;2001,0;Action;TDK Mediactive;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13594;Battle Rage;Wii;2008,0;Shooter;Popcorn Arcade;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13595;Zombi Daisuki;DS;2011,0;Action;ChunSoft;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13596;Igor: The Game;DS;2008,0;Adventure;Legacy Interactive;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13597;LEGO Indiana Jones: The Original Adventures;PC;2008,0;Action;LucasArts;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13598;Card Fight!! Vanguard G: Stride to Victory!!;3DS;2016,0;Misc;FuRyu;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13599;"Negima!? Chou Mahora Taisen Kattoiin; Keiyaku Shikkou Dechai masuu";DS;2006,0;Adventure;Marvelous Interactive;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13600;Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta;3DS;2014,0;Action;FuRyu;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13601;Challenge Me: Maths Workout;DS;2009,0;Puzzle;Oxygen Interactive;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13602;The Invincible Iron Man;GBA;2002,0;Action;Activision;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13603;NASCAR 07;XB;2006,0;Racing;Electronic Arts;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13604;Refrain no Chika Meikyuu to Majo no Ryodan;PSV;2016,0;Action;Nippon Ichi Software;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13605;Dance Dance Revolution Disney Mix;PS;2000,0;Simulation;Konami Digital Entertainment;0,02;0,02;0,0;0,0;0,04;Bajas Ventas
13606;Maken Shao: Demon Sword;PS2;2001,0;Action;Midas Interactive Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13607;Playmobil Top Agents;DS;2010,0;Action;JoWood Productions;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13608;The Monkey King: The Legend Begins;Wii;2007,0;Shooter;Starfish;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13609;Super Robot Taisen OG Infinite Battle;PS3;2013,0;Fighting;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13610;Scaler;XB;2004,0;Platform;Global Star;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13611;Attack of the Movies 3D;X360;2010,0;Shooter;Majesco Entertainment;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13612;BeatMania IIDX 16: Empress + Premium Best;PS2;2009,0;Simulation;Konami Digital Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13613;FIFA Soccer 2003 (weekly jp sales);PS2;2002,0;Sports;Electronic Arts;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13614;Emergency Room: Real Life Rescues;DS;2009,0;Simulation;505 Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13615;High Heat Baseball 2002;PS;2001,0;Sports;3DO;0,02;0,02;0,0;0,0;0,04;Bajas Ventas
13616;Utawarerumono: Futari no Hakuoro;PS4;2016,0;Misc;Aqua Plus;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13617;Puyo Pop Fever;PSP;2004,0;Puzzle;Ignition Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13618;The Sims 2: Pets;PC;2006,0;Simulation;Electronic Arts;0,01;0,02;0,0;0,01;0,04;Bajas Ventas
13619;Hana to Ikimo no Rittai Zukan;3DS;2011,0;Misc;Nintendo;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13620;Bloody Roar Extreme;XB;2003,0;Fighting;Hudson Soft;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13621;Platinum Sudoku;DS;2007,0;Puzzle;Ubisoft;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13622;Kamen Rider: Battride War Genesis;PS3;2016,0;Action;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13623;Tennis Masters Series 2003;XB;2002,0;Sports;Microids;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13624;The Sims Deluxe;PC;2002,0;Simulation;Electronic Arts;0,01;0,02;0,0;0,01;0,04;Bajas Ventas
13625;Port Royale 2;PC;2004,0;Strategy;Ascaron Entertainment GmbH;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13626;Amagami;PSV;2014,0;Adventure;Kadokawa Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13627;Duke Nukem Trilogy: Critical Mass;DS;2011,0;Shooter;Deep Silver;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13628;MLB SlugFest 20-04;GC;2003,0;Sports;Midway Games;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13629;Pocket Pool;PSP;2007,0;Action;Conspiracy Entertainment;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13630;Jissen Pachislot Hisshouhou! Hokuto no Ken DS;DS;2005,0;Misc;Sega;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13631;Lise no Atelier: Ordre no Renkinjutsushi;DS;2007,0;Role-Playing;Gust;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13632;Black & White;PC;2001,0;Strategy;Electronic Arts;0,0;0,04;0,0;0,01;0,04;Bajas Ventas
13633;NCIS;PC;2011,0;Adventure;Ubisoft;0,01;0,02;0,0;0,01;0,04;Bajas Ventas
13634;The Cube;Wii;2012,0;Action;Funbox Media;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13635;Company of Heroes: Tales of Valor;PC;2009,0;Strategy;THQ;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13636;Myth Makers: Trixie in Toyland;Wii;2008,0;Platform;Popcorn Arcade;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13637;NatGeo Challenge! Wild Life;Wii;2010,0;Misc;Black Bean Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13638;Breath of Fire III;PSP;2005,0;Role-Playing;Capcom;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13639;Torino 2006;XB;2006,0;Sports;Take-Two Interactive;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13640;Devil May Cry 4;PC;2008,0;Action;Capcom;0,01;0,02;0,0;0,01;0,04;Bajas Ventas
13641;Amnesia;PSP;2011,0;Adventure;Idea Factory;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13642;Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch;DS;2006,0;Misc;Nintendo;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13643;Fashion Week Jr, Designer;DS;2009,0;Simulation;505 Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13644;Jewel Quest Mysteries 2: Trail of the Midnight Heart;DS;2011,0;Puzzle;Unknown;0,0;0,04;0,0;0,01;0,04;Bajas Ventas
13645;Sherlock Holmes: Secret of The Silver Earring;Wii;2010,0;Adventure;Focus Home Interactive;0,0;0,04;0,0;0,01;0,04;Bajas Ventas
13646;Metal Slug 4 & 5;XB;2005,0;Shooter;SNK Playmore;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13647;Great Battle Full Blast;PSP;2012,0;Action;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13648;Guilty Gear XX Accent Core;Wii;2007,0;Fighting;505 Games;0,03;0,0;0,0;0,0;0,04;Bajas Ventas
13649;Hitman (2016);PS4;2016,0;Action;Square Enix;0,0;0,04;0,0;0,01;0,04;Bajas Ventas
13650;World Poker Tour;PSP;2006,0;Misc;Take-Two Interactive;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13651;Saint Seiya: Soldiers' Soul;PS3;2015,0;Fighting;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13652;7 Days to Die;XOne;2016,0;Action;Telltale Games;0,02;0,02;0,0;0,0;0,04;Bajas Ventas
13653;Digimon Rumble Arena 2;GC;2004,0;Fighting;Atari;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13654;Doki Doki! PreCure Narikiri Life!;3DS;2013,0;Action;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13655;Gravity Falls: Legend of the Gnome Gemulets;3DS;2015,0;Action;Ubisoft;0,03;0,0;0,0;0,0;0,04;Bajas Ventas
13656;Watashi no Relaxuma;DS;2007,0;Simulation;Rocket Company;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13657;Phantom Kingdom Portable;PSP;2011,0;Role-Playing;Nippon Ichi Software;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13658;Pac-Man World Rally;PSP;2006,0;Racing;Namco Bandai Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13659;Way of the Samurai 2 Portable;PSP;2009,0;Action;Spike;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13660;Heroes of Might and Magic V;PC;2006,0;Strategy;Ubisoft;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13661;Mazes of Fate DS;DS;2008,0;Role-Playing;Graffiti;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13662;Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou;DS;2008,0;Misc;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13663;Hellboy: The Science of Evil;PSP;2008,0;Action;Konami Digital Entertainment;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13664;Virtua Tennis 4;PC;2011,0;Sports;Sega;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13665;Mortimer Beckett and the Secrets of Spooky Manor;Wii;2008,0;Puzzle;Avanquest;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13666;Farm Frenzy 3;PC;2009,0;Strategy;Alawar Entertainment;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13667;GRID;PC;;Racing;Codemasters;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13668;Little Busters! Converted Edition;PSP;2010,0;Adventure;Prototype;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13669;Unison: Rebels of Rhythm & Dance;PS2;2000,0;Misc;Tecmo Koei;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13670;Ferrari Challenge Trofeo Pirelli;PS3;2008,0;Racing;System 3 Arcade Software;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13671;WTF: Work Time Fun;PSP;2005,0;Puzzle;Sony Computer Entertainment;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13672;Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret;PS2;2007,0;Sports;Konami Digital Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13673;Major League Baseball 2K12;PC;2012,0;Sports;Take-Two Interactive;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13674;B,L,U,E,: Legend of Water;PS;;Adventure;;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13675;Dark Half;SNES;1996,0;Role-Playing;Enix Corporation;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13676;System 3 presents Ferrari Challenge Trofeo Pirelli;DS;2008,0;Racing;System 3 Arcade Software;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13677;Luxor: Pharaoh's Challenge;Wii;;Puzzle;Funsta;0,01;0,03;0,0;0,0;0,04;Bajas Ventas
13678;Nitroplus Blasterz: Heroines Infinite Duel;PS4;2015,0;Fighting;Marvelous Interactive;0,01;0,0;0,02;0,0;0,04;Bajas Ventas
13679;Imperial Glory;PC;2005,0;Strategy;Eidos Interactive;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13680;Lionel Trains: On Track;DS;2006,0;Action;DSI Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13681;Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen;DS;2008,0;Simulation;Konami Digital Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13682;Shukufuku no Campanella Portable;PSP;2010,0;Adventure;Kadokawa Shoten;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13683;The Wolf Among Us;X360;2011,0;Adventure;Telltale Games;0,01;0,03;0,0;0,0;0,04;Bajas Ventas
13684;Sonic PC Collection;PC;2009,0;Misc;Sega;0,0;0,04;0,0;0,01;0,04;Bajas Ventas
13685;Horses 3D;3DS;2012,0;Misc;Ubisoft;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13686;Yourself Fitness;PS2;2005,0;Sports;responDESIGN;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13687;Chaos;Head - Love Chu*Chu!;PSP;2011,0;Adventure;5pb;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13688;Lost Planet 3;PC;2013,0;Shooter;Capcom;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13689;Paws & Claws: Regal Resort;DS;2010,0;Simulation;THQ;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13690;Hannspree Ten Kate Honda: SBK Superbike World Championship;PSP;2007,0;Racing;Black Bean Games;0,03;0,0;0,0;0,0;0,04;Bajas Ventas
13691;Star Trek: Shattered Universe;XB;2004,0;Simulation;Global Star;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13692;12Riven: The Psi-Climinal of Integral;PS2;2008,0;Adventure;CyberFront;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13693;Battle Spirits: Digital Starter;DS;2010,0;Role-Playing;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13694;Rise of Nations;PC;2003,0;Strategy;Microsoft Game Studios;0,01;0,02;0,0;0,01;0,04;Bajas Ventas
13695;Deadliest Warrior: Ancient Combat;X360;2012,0;Fighting;Cloud Imperium Games Corporation;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13696;WarJetz;PS2;2001,0;Shooter;3DO;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13697;Breeding Stud 2;PS;1998,0;Sports;Konami Digital Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13698;Banushi Life Game: Winner's Circle;DS;2007,0;Sports;Genki;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13699;Catwoman;GBA;2004,0;Action;Electronic Arts;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13700;Gakuen Hetalia Portable;PSP;2011,0;Adventure;Idea Factory;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13701;Gitaroo Man Lives!;PSP;2006,0;Misc;Tecmo Koei;0,03;0,0;0,0;0,0;0,04;Bajas Ventas
13702;Chibi Maruko-Chan DS: Maru-Chan no Machi;DS;2009,0;Puzzle;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13703;Capcom Fighting Evolution;XB;2005,0;Fighting;Capcom;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13704;XCOM 2;PS4;2016,0;Strategy;Take-Two Interactive;0,01;0,02;0,0;0,01;0,04;Bajas Ventas
13705;Company of Heroes: Opposing Fronts;PC;2007,0;Strategy;THQ;0,01;0,03;0,0;0,01;0,04;Bajas Ventas
13706;Novastorm;PS;1995,0;Shooter;Psygnosis;0,02;0,02;0,0;0,0;0,04;Bajas Ventas
13707;Shiren the Wanderer 4 - God's Eye and the Demon's Navel;PSP;2012,0;Role-Playing;Spike;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13708;PopCap Arcade Vol 1;X360;2007,0;Puzzle;PopCap Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13709;Dead Ball Zone;PS;1998,0;Sports;GT Interactive;0,02;0,02;0,0;0,0;0,04;Bajas Ventas
13710;NBA in the Zone 2000;N64;2000,0;Sports;Konami Digital Entertainment;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13711;Men of War: Vietnam;PC;2011,0;Strategy;Unknown;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13712;NBA In The Zone '99;N64;1998,0;Sports;Konami Digital Entertainment;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13713;Winning Post World 2010;PS3;2010,0;Sports;Tecmo Koei;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13714;Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs, Dokuro Dei!;DS;2010,0;Action;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13715;SWAT: Target Liberty;PSP;2007,0;Shooter;Vivendi Games;0,03;0,0;0,0;0,0;0,04;Bajas Ventas
13716;OutRun 2006: Coast 2 Coast;PSP;2006,0;Racing;Sega;0,03;0,01;0,0;0,01;0,04;Bajas Ventas
13717;Haunted Casino;SAT;1996,0;Adventure;Societa;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13718;World Series Baseball;SAT;1994,0;Sports;Sega;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13719;Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari;PSV;2012,0;Action;Konami Digital Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13720;Aeon Flux;PS2;2005,0;Action;THQ;0,02;0,02;0,0;0,01;0,04;Bajas Ventas
13721;Chicken Blaster;DS;2009,0;Shooter;Zushi Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13722;Summer Challenge: Athletics Tournament;PS3;2011,0;Sports;PQube;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13723;S,Y,K Renshouden Portable;PSP;2011,0;Adventure;Idea Factory;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13724;Metal Max Returns;SNES;1995,0;Role-Playing;Data East;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13725;Shattered Union;XB;2005,0;Strategy;Take-Two Interactive;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13726;Off-Road Drive;PC;2011,0;Racing;1C Company;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13727;Hanaoni: Yume no Tsudzuki;PSP;2012,0;Action;Idea Factory;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13728;Mat Hoffman's Pro BMX 2;GC;2002,0;Sports;Activision;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13729;Unchained Blades;3DS;2011,0;Role-Playing;FuRyu;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13730;Harley-Davidson: Road Trip;Wii;2010,0;Racing;Destineer;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13731;Gal*Gun;X360;2011,0;Shooter;Alchemist;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13732;GoGo's Crazy Bones;DS;2012,0;Action;GameMill Entertainment;0,0;0,04;0,0;0,0;0,04;Bajas Ventas
13733;MLB 2K12 / NBA 2K12 Combo Pack;X360;2012,0;Sports;Take-Two Interactive;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13734;Grand Theft Auto: Vice City;PC;2003,0;Action;Take-Two Interactive;0,0;0,03;0,0;0,01;0,04;Bajas Ventas
13735;NHL Hitz Pro;GC;;Sports;Unknown;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13736;Ookami Kakushi;PSP;2009,0;Action;Konami Digital Entertainment;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13737;Zen-Nippon GT Senshuken;SNES;1995,0;Racing;Banpresto;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13738;North American Hunting Extravaganza 2;Wii;2010,0;Sports;Unknown;0,03;0,0;0,0;0,0;0,04;Bajas Ventas
13739;City Builder;Wii;2010,0;Misc;Virtual Play Games;0,04;0,0;0,0;0,0;0,04;Bajas Ventas
13740;PD Ultraman Battle Collection 64;N64;1999,0;Strategy;Namco Bandai Games;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13741;Monaco Grand Prix;N64;1999,0;Racing;Ubisoft;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13742;Worms Armageddon;N64;1999,0;Strategy;Infogrames;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13743;Rally Challenge 2000;N64;1999,0;Racing;Imagineer;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13744;Looney Tunes Duck Dodgers Starring: Daffy Duck;N64;2000,0;Platform;Infogrames;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13745;Superman: Countdown to Apokolips;GBA;2003,0;Platform;Atari;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13746;Deadly Arts;N64;1998,0;Fighting;Konami Digital Entertainment;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13747;Kikou Heidan J-Phoenix 2;PS2;2003,0;Action;Takara;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13748;Sengoku Musou 3 Z Special;PSP;2012,0;Action;Ackkstudios;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13749;Dragon's Lair 3D: Return to the Lair;GC;2002,0;Platform;THQ;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
13750;Harukanaru Toki no Naka de 5;PSP;2011,0;Role-Playing;Tecmo Koei;0,0;0,0;0,04;0,0;0,04;Bajas Ventas
13751;Meteos: Disney Magic;DS;2007,0;Puzzle;Disney Interactive Studios;0,01;0,02;0,0;0,0;0,04;Bajas Ventas
13752;Worms 4: Mayhem;XB;2005,0;Strategy;Codemasters;0,03;0,01;0,0;0,0;0,04;Bajas Ventas
